,Unnamed: 0,ID,Latitude,Longitude,State
1753,165539,8289.0,12.5175,78.0289,Tamil Nadu
1754,165559,8290.0,27.1489,82.6701,Uttar Pradesh
1755,165579,8291.0,26.3591,82.2947,Uttar Pradesh
1756,165599,8292.0,13.6572,78.2597,Andhra Pradesh
1757,165619,8293.0,13.5141,78.228,Karnataka
1758,165639,8294.0,11.3778,77.8812,Tamil Nadu
1759,165659,8295.0,10.0024,77.6239,Tamil Nadu
1760,165679,8296.0,25.4239,81.9195,Uttar Pradesh
1761,165699,8297.0,21.3723,80.3786,Maharashtra
1762,165719,8298.0,11.4816,77.8793,Tamil Nadu
1763,165739,8299.0,9.45556,77.583,Tamil Nadu
1764,165759,8300.0,8.17452,77.4233,Tamil Nadu
1765,165779,8301.0,23.3054,81.0645,Madhya Pradesh
1766,165799,8302.0,26.1371,82.2274,Uttar Pradesh
1767,165819,8303.0,20.1799,79.9999,Maharashtra
1768,165839,8304.0,9.17433,77.5372,Tamil Nadu
1769,165859,8305.0,25.3399,81.9079,Uttar Pradesh
1770,165879,8306.0,14.7507,78.5576,Andhra Pradesh
1771,165899,8307.0,24.0253,81.3771,Madhya Pradesh
1772,165919,8308.0,12.9906,78.2109,Karnataka
1773,165939,8309.0,10.4929,77.7497,Tamil Nadu
1774,165959,8310.0,27.1708,82.7477,Uttar Pradesh
1775,165979,8311.0,27.019,82.6696,Uttar Pradesh
1776,165999,8312.0,12.3053,78.0757,Tamil Nadu
1777,166019,8313.0,11.6936,77.9714,Tamil Nadu
1778,166039,8314.0,9.51058,77.6328,Tamil Nadu
1779,166059,8315.0,25.9248,82.2001,Uttar Pradesh
1780,166079,8316.0,26.7662,82.6073,Uttar Pradesh
1781,166099,8317.0,25.5381,82.0569,Uttar Pradesh
1782,166119,8318.0,12.151,78.1467,Tamil Nadu
1783,166139,8319.0,12.9554,78.2667,Karnataka
1784,166159,8320.0,10.1681,77.7635,Tamil Nadu
1785,166179,8321.0,26.1655,82.3665,Uttar Pradesh
1786,166199,8322.0,26.0697,82.3046,Uttar Pradesh
1787,166219,8323.0,22.017,80.7201,Madhya Pradesh
1788,166239,8324.0,8.5099,77.5525,Tamil Nadu
1789,166259,8325.0,26.5902,82.5861,Uttar Pradesh
1790,166279,8326.0,25.5494,82.0924,Uttar Pradesh
1791,166299,8327.0,12.5292,78.2126,Tamil Nadu
1792,166319,8328.0,11.7578,78.0483,Tamil Nadu
1793,166339,8329.0,22.9453,81.0754,Madhya Pradesh
1794,166359,8330.0,26.913,82.7529,Uttar Pradesh
1795,166379,8331.0,11.667,78.1541,Tamil Nadu
1796,166399,8332.0,26.4378,82.5482,Uttar Pradesh
1797,166419,8333.0,9.96306,77.7894,Tamil Nadu
1798,166459,8335.0,27.3968,82.9601,Uttar Pradesh
1799,166479,8336.0,26.0276,82.3396,Uttar Pradesh
1800,166499,8337.0,17.9859,79.5774,Telangana
1801,166519,8338.0,17.0646,79.2688,Telangana
1802,166539,8339.0,25.6578,82.214,Uttar Pradesh
